A¥O ELECCION;CORPORACION;DEPARTAMENTO;CODIGO_DEPARTAMENTO;MUNICIPIO;CODIGO_MUNICIPIO;CODIGO_ZONA;CODIGO_PUESTO;PUESTO;PARTIDO;CANDIDATO;MESA;VOTACION
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;10;8
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;12;9
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;16;8
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;23;10
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;24;11
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;25;8
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;28;12
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;29;12
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;30;9
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;33;9
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;36;9
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;37;10
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;38;10
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;39;17
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;40;10
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;5;7
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;9;7
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;18;7
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;27;7
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;35;7
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;1;6
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;7;6
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;17;6
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;31;6
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;32;6
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;8;5
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;13;5
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;20;5
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;34;5
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;3;4
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;19;4
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;21;4
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;22;4
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;41;4
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;4;2
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;2;3
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;6;3
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;11;3
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;14;3
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;15;3
2019;ALCALDE;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;26;3
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;10;5
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;14;5
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;25;5
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;3;6
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;5;7
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;6;6
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;7;6
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;8;9
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;9;8
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;11;9
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;12;11
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;15;11
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;16;10
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;17;9
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;18;7
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;19;12
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;20;8
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;21;8
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;22;6
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;24;8
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;26;6
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;27;7
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;28;12
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;29;16
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;30;18
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;31;15
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;32;12
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;33;13
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;34;6
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;35;11
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;36;6
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;37;11
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;38;17
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;39;12
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;40;14
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;41;8
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;1;2
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;2;2
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;4;4
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;13;4
2019;CONCEJO;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;23;4
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;1;19
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;2;29
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;3;15
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;4;20
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;5;23
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;6;31
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;7;27
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;8;32
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;9;27
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;10;31
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;11;24
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;12;21
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;13;18
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;14;14
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;15;23
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;16;32
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;17;28
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;18;28
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;19;26
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;20;32
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;21;34
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;22;32
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;23;20
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;24;30
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;25;28
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;26;19
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;27;25
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;28;33
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;29;41
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;30;52
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;31;30
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;32;39
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;33;42
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;34;27
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;35;35
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;36;37
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;37;28
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;38;34
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;39;42
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;40;34
2019;GOBERNADOR;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;41;14
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;1;14
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;2;15
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;3;15
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;4;23
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;5;21
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;6;22
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;7;15
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;8;25
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;9;23
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;10;26
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;11;27
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;12;23
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;13;12
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;14;19
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;15;23
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;16;36
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;17;30
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;18;20
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;19;16
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;20;16
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;21;24
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;22;27
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;23;20
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;24;26
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;25;28
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;26;22
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;27;19
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;28;36
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;29;31
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;30;54
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;31;31
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;32;46
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;33;37
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;34;28
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;35;32
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;36;42
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;37;35
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;38;43
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;39;37
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;40;26
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS EN BLANCO;41;15
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;1;65
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;2;41
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;3;53
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;4;28
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;5;24
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;6;23
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;7;57
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;8;36
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;9;56
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;10;52
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;11;29
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;12;26
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;13;36
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;14;38
2019;ASAMBLEA;CUNDINAMARCA;15;SILVANIA;241;0;0;PUESTO CABECERA MUNICIPAL;N/A;VOTOS NO MARCADOS;15;35
